Rider_ID,Subcounty,Latitude,Longitude,Daily_Distance_km,Daily_Income_KES,Income_Volatility,Distance_to_BSS_km,Petrol_Daily_Cost_KES,Electric_Daily_Cost_KES,PAYG_Daily_Payment_KES,Net_Savings_KES,Default_Probability,Default_Indicator
RID-0803,Starehe,-1.2743440600917681,36.809830093306005,108.8,999.0,0.118,1.32,672.0,413.0,450.0,259.0,0.0095,0
RID-0804,Starehe,-1.2796080142841153,36.80651533711464,61.7,1157.0,0.327,1.67,402.0,238.0,450.0,164.0,0.0207,0
RID-0805,Mathare,-1.2421960317775043,36.88570498669448,81.1,962.0,0.339,2.25,513.0,310.0,450.0,203.0,0.0442,1
RID-0806,Kamukunji,-1.3219237572447617,36.82640978279615,60.6,1239.0,0.119,2.11,396.0,234.0,450.0,162.0,0.0074,0
RID-0807,Embakasi,-1.3399305851018017,36.88699952131186,69.6,1204.0,0.233,0.33,448.0,267.0,450.0,180.0,0.0071,0
RID-0808,Embakasi,-1.3116687593958072,36.871007095606025,66.2,1184.0,0.176,1.14,428.0,255.0,450.0,173.0,0.0079,0
RID-0809,Mathare,-1.2784371962625063,36.844920852558374,98.6,908.0,0.198,3.15,613.0,375.0,450.0,239.0,0.0353,0
RID-0810,Dagoretti,-1.288854653412021,36.745386886740725,74.1,784.0,0.145,1.91,473.0,284.0,450.0,189.0,0.0304,0
RID-0811,Embakasi,-1.3244347510667451,36.90353641744279,96.0,877.0,0.245,2.29,599.0,365.0,450.0,233.0,0.036,0
RID-0812,Njiru,-1.2609336016917454,36.934566897793474,89.1,1039.0,0.339,4.67,559.0,340.0,450.0,219.0,0.075,1
RID-0813,Dagoretti,-1.2595309581940293,36.770809221035805,114.6,1109.0,0.226,2.88,705.0,434.0,450.0,271.0,0.018,0
RID-0814,Embakasi,-1.335991624738552,36.91659464835758,57.8,566.0,0.121,2.99,380.0,224.0,450.0,156.0,0.0823,1
RID-0815,Njiru,-1.233772068910168,36.91703473422495,98.9,998.0,0.255,3.79,615.0,376.0,450.0,239.0,0.0424,0
RID-0816,Starehe,-1.2586244471249026,36.85575863836825,97.2,1032.0,0.185,4.46,605.0,370.0,450.0,236.0,0.0356,0
RID-0817,Starehe,-1.2974508961248883,36.806649943579714,65.4,944.0,0.314,0.59,424.0,252.0,450.0,172.0,0.0258,0
RID-0818,Mathare,-1.23964677066313,36.870429906216515,95.1,1258.0,0.209,2.54,593.0,362.0,450.0,232.0,0.0102,0
RID-0819,Westlands,-1.2539704744952094,36.806811784328005,85.0,1084.0,0.148,0.7,536.0,325.0,450.0,211.0,0.0075,0
RID-0820,Kasarani,-1.2121860815814371,36.87347055743378,76.6,1262.0,0.148,1.68,488.0,293.0,450.0,194.0,0.0062,0
RID-0821,Kamukunji,-1.2640536458675709,36.86839179984855,67.6,957.0,0.292,3.2,437.0,260.0,450.0,176.0,0.0538,0
RID-0822,Westlands,-1.2695878148813604,36.79913046100372,69.2,1187.0,0.166,0.52,446.0,266.0,450.0,179.0,0.006,0
RID-0823,Kasarani,-1.2506221500511143,36.91028509512036,110.7,1327.0,0.292,3.2,683.0,420.0,450.0,263.0,0.0138,0
RID-0824,Mathare,-1.248558851165717,36.863756179660015,80.0,1262.0,0.151,3.78,507.0,306.0,450.0,201.0,0.0129,0
RID-0825,Starehe,-1.25251293280259,36.81831845538041,91.7,782.0,0.18,1.35,574.0,349.0,450.0,225.0,0.0271,0
RID-0826,Embakasi,-1.298707881482128,36.87960671322616,68.1,949.0,0.216,2.87,439.0,262.0,450.0,177.0,0.0355,0
RID-0827,Kasarani,-1.2204710430174848,36.89651291484194,68.3,931.0,0.336,1.29,440.0,263.0,450.0,178.0,0.037,0
RID-0828,Kasarani,-1.2154938415591812,36.89260946142333,96.2,1098.0,0.333,1.11,600.0,366.0,450.0,234.0,0.0178,0
RID-0829,Kamukunji,-1.2876294519134333,36.86152094342883,59.8,1137.0,0.152,3.27,391.0,231.0,450.0,160.0,0.0178,0
RID-0830,Mathare,-1.2687352847447644,36.83286845798523,73.8,832.0,0.19,3.25,472.0,283.0,450.0,189.0,0.0501,0
RID-0831,Kibra,-1.2800083219158915,36.8126290815738,80.5,1014.0,0.137,1.93,510.0,308.0,450.0,202.0,0.014,0
RID-0832,Mathare,-1.2858452539021124,36.8787941561049,81.7,596.0,0.227,2.17,517.0,312.0,450.0,205.0,0.0805,0
RID-0833,Dagoretti,-1.3030594954110268,36.74926974430662,77.3,1288.0,0.215,1.46,492.0,296.0,450.0,196.0,0.0071,0
RID-0834,Lang'ata,-1.3441155174197301,36.76531184399368,85.9,898.0,0.325,4.85,541.0,328.0,450.0,213.0,0.1147,0
RID-0835,Mathare,-1.275675313311728,36.851189178953675,90.4,1011.0,0.333,3.72,567.0,344.0,450.0,222.0,0.0578,0
RID-0836,Mathare,-1.278323838309625,36.84836355583539,91.0,938.0,0.196,3.32,570.0,347.0,450.0,223.0,0.035,0
RID-0837,Embakasi,-1.311343565800987,36.88568480021778,65.2,1229.0,0.223,2.49,423.0,251.0,450.0,171.0,0.0136,0
RID-0838,Kasarani,-1.2063589586857475,36.92974492310672,75.7,432.0,0.324,5.27,483.0,290.0,450.0,193.0,0.4103,0
RID-0839,Starehe,-1.2866010648274007,36.82978809001071,97.9,997.0,0.302,2.13,610.0,372.0,450.0,237.0,0.0299,0
RID-0840,Makadara,-1.2900062977939413,36.869440045418386,93.4,979.0,0.101,3.3,584.0,356.0,450.0,228.0,0.0199,0
RID-0841,Westlands,-1.2634808946416782,36.81485364836719,59.4,909.0,0.18,1.21,389.0,230.0,450.0,160.0,0.0203,0
RID-0842,Makadara,-1.290355020946387,36.835246751553456,85.3,1345.0,0.205,1.63,537.0,326.0,450.0,212.0,0.0058,0
RID-0843,Lang'ata,-1.3326168787122146,36.787745816745336,50.3,823.0,0.157,3.93,338.0,196.0,450.0,141.0,0.0628,0
RID-0844,Embakasi,-1.3252657220835717,36.90075875670895,80.7,1154.0,0.15,2.03,511.0,309.0,450.0,203.0,0.0098,0
RID-0845,Dagoretti,-1.2793334201437785,36.739813723608414,108.5,1071.0,0.109,2.01,670.0,411.0,450.0,258.0,0.0092,0
RID-0846,Mathare,-1.2385404390446797,36.912277449892386,65.8,1252.0,0.261,3.55,426.0,253.0,450.0,173.0,0.0214,0
RID-0847,Dagoretti,-1.3087197206526995,36.71637910793692,67.5,867.0,0.166,1.85,436.0,260.0,450.0,176.0,0.0261,0
RID-0848,Embakasi,-1.3039236280879025,36.914431250102524,91.5,853.0,0.113,3.87,573.0,348.0,450.0,224.0,0.0382,0
RID-0849,Mathare,-1.2646173274768955,36.89406521326642,56.9,1219.0,0.158,1.16,375.0,220.0,450.0,155.0,0.0069,0
RID-0850,Starehe,-1.3017721159944649,36.838858372460635,70.5,1085.0,0.3,0.56,453.0,271.0,450.0,182.0,0.0151,0
RID-0851,Westlands,-1.2771172164151778,36.83438755812414,88.9,691.0,0.313,3.1,558.0,339.0,450.0,219.0,0.1125,0
RID-0852,Kamukunji,-1.2451496929366375,36.82966686824433,70.5,892.0,0.221,1.19,453.0,271.0,450.0,182.0,0.0242,0
RID-0853,Kibra,-1.3259911427181716,36.80219175773959,76.5,1077.0,0.204,3.55,487.0,293.0,450.0,194.0,0.0273,0
RID-0854,Embakasi,-1.3177426129957903,36.89909177564135,91.2,1168.0,0.344,2.67,571.0,347.0,450.0,224.0,0.0264,0
RID-0855,Lang'ata,-1.349492231589152,36.73160653687605,86.3,864.0,0.15,3.01,543.0,329.0,450.0,214.0,0.0333,0
RID-0856,Lang'ata,-1.3502767549218848,36.75620544451872,84.0,417.0,0.154,4.91,530.0,321.0,450.0,209.0,0.2231,1
RID-0857,Westlands,-1.2748624564479953,36.82887264006937,74.9,1105.0,0.173,3.02,478.0,287.0,450.0,191.0,0.0184,1
RID-0858,Mathare,-1.285130137885585,36.881264103734964,85.6,756.0,0.143,1.9,539.0,327.0,450.0,212.0,0.031,0
RID-0859,Starehe,-1.280579258606636,36.81940479663009,78.1,597.0,0.195,2.41,497.0,299.0,450.0,197.0,0.077,0
RID-0860,Westlands,-1.2491925620789657,36.806801025891374,86.9,434.0,0.328,1.12,546.0,331.0,450.0,215.0,0.1347,1
RID-0861,Kamukunji,-1.2735877400556093,36.864363693210656,72.5,1163.0,0.254,3.41,465.0,278.0,450.0,186.0,0.0253,0
RID-0862,Mathare,-1.2666261676636665,36.852755265309845,77.3,1026.0,0.203,4.66,491.0,296.0,450.0,196.0,0.0462,0
RID-0863,Starehe,-1.2967030105311559,36.80849178940042,65.2,955.0,0.334,0.73,422.0,251.0,450.0,171.0,0.0285,0
RID-0864,Mathare,-1.2010181114938254,36.88989359161474,79.5,1278.0,0.112,2.4,504.0,304.0,450.0,200.0,0.0064,0
RID-0865,Mathare,-1.2870214873241603,36.83855084086513,67.8,1127.0,0.153,2.04,438.0,261.0,450.0,177.0,0.0115,0
RID-0866,Starehe,-1.26536267876563,36.83594529594756,63.3,1323.0,0.241,3.28,412.0,244.0,450.0,167.0,0.0145,0
RID-0867,Dagoretti,-1.2820223232936527,36.738900884128924,83.9,721.0,0.254,2.32,529.0,320.0,450.0,209.0,0.0643,0
RID-0868,Lang'ata,-1.352509085200058,36.77655759048319,83.2,993.0,0.11,5.75,525.0,318.0,450.0,208.0,0.0479,0
RID-0869,Njiru,-1.2482821398741335,36.895613992545044,91.7,677.0,0.201,2.97,574.0,349.0,450.0,225.0,0.0702,0
RID-0870,Embakasi,-1.3145959926115038,36.882971871314794,73.5,954.0,0.262,2.09,470.0,282.0,450.0,188.0,0.0319,0
RID-0871,Kasarani,-1.2164957716218296,36.95970518005207,86.1,950.0,0.275,8.33,542.0,329.0,450.0,213.0,0.2271,0
RID-0872,Kibra,-1.307650366690514,36.77872940627655,88.3,1125.0,0.26,1.05,554.0,337.0,450.0,218.0,0.012,0
RID-0873,Makadara,-1.281563969960455,36.86965375774418,86.7,1009.0,0.18,2.91,545.0,331.0,450.0,215.0,0.0233,0
RID-0874,Mathare,-1.2515981101909632,36.87713701186431,67.6,1125.0,0.123,3.27,436.0,260.0,450.0,176.0,0.0157,0
RID-0875,Westlands,-1.2238691287034091,36.77738223129348,82.2,1141.0,0.207,3.02,520.0,314.0,450.0,206.0,0.0184,0
RID-0876,Dagoretti,-1.2835273584637708,36.72547237740037,85.5,1431.0,0.132,2.36,538.0,326.0,450.0,212.0,0.0041,0
RID-0877,Makadara,-1.288889747073155,36.84162626977028,80.1,937.0,0.337,1.94,508.0,306.0,450.0,201.0,0.0428,0
RID-0878,Makadara,-1.3083473362721016,36.85409820171524,48.7,812.0,0.219,1.09,328.0,190.0,450.0,138.0,0.033,0
RID-0879,Westlands,-1.2454836656131056,36.818369088878846,82.4,1049.0,0.179,0.58,521.0,315.0,450.0,206.0,0.0094,0
RID-0880,Kibra,-1.3399143475289277,36.78609868221999,113.2,840.0,0.292,4.6,697.0,429.0,450.0,268.0,0.0968,0
RID-0881,Kibra,-1.3291915970949835,36.75982990178649,74.6,1296.0,0.224,3.25,476.0,286.0,450.0,190.0,0.0137,0
RID-0882,Makadara,-1.3043403410084875,36.853830344230886,69.1,943.0,0.178,1.3,445.0,266.0,450.0,179.0,0.0178,0
RID-0883,Westlands,-1.2164656702730894,36.808659196507215,85.6,887.0,0.303,1.94,539.0,327.0,450.0,212.0,0.0421,0
RID-0884,Dagoretti,-1.3205523500150846,36.73270451991658,84.7,906.0,0.317,1.5,534.0,323.0,450.0,211.0,0.0364,0
RID-0885,Kamukunji,-1.264572334091412,36.8867688554574,97.9,1144.0,0.268,1.48,609.0,372.0,450.0,237.0,0.013,0
RID-0886,Lang'ata,-1.3817196662447593,36.73240151229722,61.1,968.0,0.112,6.46,399.0,236.0,450.0,163.0,0.0728,0
RID-0887,Makadara,-1.2625806964925643,36.867792283547416,91.0,872.0,0.242,3.32,570.0,347.0,450.0,223.0,0.0523,0
RID-0888,Kibra,-1.3323658546375272,36.79569258172245,88.9,1333.0,0.291,4.32,558.0,339.0,450.0,219.0,0.0221,0
RID-0889,Dagoretti,-1.3457149547803375,36.74406751013194,77.9,829.0,0.134,3.53,495.0,298.0,450.0,197.0,0.0429,0
RID-0890,Kibra,-1.3084435765431381,36.803485402790756,85.1,1007.0,0.157,1.6,536.0,325.0,450.0,211.0,0.0136,0
RID-0891,Makadara,-1.320277919045851,36.861713743228066,95.4,1130.0,0.321,0.37,595.0,363.0,450.0,232.0,0.0118,0
RID-0892,Njiru,-1.2685084925211918,36.94510767511348,93.1,674.0,0.105,5.62,582.0,354.0,450.0,227.0,0.1105,0
RID-0893,Njiru,-1.2679069264472604,36.931837983216795,62.9,1096.0,0.288,4.17,409.0,243.0,450.0,167.0,0.0489,0
RID-0894,Mathare,-1.2799163078958047,36.87802272483648,92.3,789.0,0.218,1.96,577.0,352.0,450.0,226.0,0.0385,0
RID-0895,Makadara,-1.2828309776668667,36.85530758860085,79.0,1165.0,0.212,3.34,502.0,302.0,450.0,199.0,0.0198,0
RID-0896,Lang'ata,-1.3492352401007994,36.741028171707335,81.1,807.0,0.102,3.57,513.0,310.0,450.0,203.0,0.0397,0
RID-0897,Kibra,-1.3209935329601357,36.78399590765916,81.1,1139.0,0.305,2.59,513.0,310.0,450.0,203.0,0.0248,0
RID-0898,Embakasi,-1.2575841381794006,36.877760659484515,77.7,1221.0,0.19,2.72,494.0,298.0,450.0,197.0,0.0122,0
RID-0899,Westlands,-1.235716455224951,36.81993717546931,97.9,1172.0,0.235,0.53,609.0,372.0,450.0,237.0,0.0074,0
RID-0900,Dagoretti,-1.2873872719101973,36.7791724096839,78.7,1050.0,0.269,1.71,500.0,301.0,450.0,199.0,0.0209,0
RID-0901,Kibra,-1.3075578905478626,36.79278318391336,63.2,954.0,0.276,1.85,411.0,244.0,450.0,167.0,0.0328,0
RID-0902,Westlands,-1.2660624130603508,36.82447137764837,74.1,885.0,0.339,2.29,473.0,284.0,450.0,189.0,0.0585,1
RID-0903,Lang'ata,-1.3280706153237825,36.75748645425008,82.7,1294.0,0.233,3.16,522.0,316.0,450.0,207.0,0.0133,0
RID-0904,Starehe,-1.3013849438919753,36.82094038725209,98.4,860.0,0.2,1.61,613.0,374.0,450.0,238.0,0.0245,0
RID-0905,Mathare,-1.2760007712879529,36.863729508507696,89.0,793.0,0.338,3.48,559.0,339.0,450.0,219.0,0.1049,0
RID-0906,Embakasi,-1.2852512373063172,36.89085396689826,67.2,1133.0,0.261,1.23,434.0,259.0,450.0,175.0,0.0139,0
RID-0907,Kamukunji,-1.2858564676262314,36.84616045469617,117.3,841.0,0.175,2.46,720.0,444.0,450.0,276.0,0.0284,0
RID-0908,Kasarani,-1.2030313823558942,36.85506221332031,84.0,810.0,0.132,1.14,530.0,321.0,450.0,209.0,0.0194,0
RID-0909,Kibra,-1.3271340058953058,36.789225673845586,99.1,711.0,0.311,3.48,616.0,377.0,450.0,240.0,0.1131,0
RID-0910,Kasarani,-1.1959984208714627,36.890161951049876,77.7,903.0,0.191,2.95,494.0,298.0,450.0,197.0,0.0358,1
RID-0911,Starehe,-1.3125310541208375,36.83739422891932,88.0,983.0,0.265,0.85,553.0,336.0,450.0,217.0,0.018,0
RID-0912,Kibra,-1.3277072477765126,36.76120666681819,92.6,1049.0,0.218,3.08,579.0,353.0,450.0,227.0,0.025,0
RID-0913,Starehe,-1.2874869077942643,36.821309492846886,98.3,1190.0,0.15,2.22,612.0,374.0,450.0,238.0,0.0085,0
RID-0914,Mathare,-1.2720948932907643,36.82088867885802,95.9,1105.0,0.25,2.08,598.0,365.0,450.0,233.0,0.0169,0
RID-0915,Starehe,-1.2570586760622573,36.850497500825576,93.1,962.0,0.115,3.86,582.0,354.0,450.0,227.0,0.0272,0
RID-0916,Mathare,-1.2469695601732098,36.842246286591504,75.3,960.0,0.203,2.58,480.0,289.0,450.0,192.0,0.0283,0
RID-0917,Kibra,-1.3190298306789503,36.78486957369541,71.4,1102.0,0.237,2.46,458.0,274.0,450.0,184.0,0.0206,0
RID-0918,Embakasi,-1.298024112208762,36.91336680977436,85.0,1255.0,0.209,3.27,536.0,324.0,450.0,211.0,0.014,0
RID-0919,Kamukunji,-1.2996834759755698,36.84663991112827,94.0,1025.0,0.287,1.38,587.0,358.0,450.0,229.0,0.0203,0
RID-0920,Dagoretti,-1.283854391907695,36.773116446442934,76.7,906.0,0.307,1.91,488.0,294.0,450.0,194.0,0.0417,0
RID-0921,Njiru,-1.2359098692035055,36.95578113374751,96.0,801.0,0.293,8.02,598.0,365.0,450.0,233.0,0.305,0
RID-0922,Mathare,-1.2583234674414128,36.89320918290407,101.8,711.0,0.11,1.87,632.0,387.0,450.0,245.0,0.0282,0
RID-0923,Embakasi,-1.30180474408081,36.88277824179653,66.3,1133.0,0.149,2.83,429.0,255.0,450.0,173.0,0.0147,0
RID-0924,Kamukunji,-1.2569326005974961,36.85895806545078,67.4,1116.0,0.234,4.48,435.0,260.0,450.0,176.0,0.0397,0
RID-0925,Mathare,-1.2688608804225696,36.85541014065202,77.9,1115.0,0.334,4.45,495.0,298.0,450.0,197.0,0.0573,0
RID-0926,Westlands,-1.2590684890971846,36.80926369590535,84.6,974.0,0.309,0.8,534.0,323.0,450.0,210.0,0.0225,0
RID-0927,Kibra,-1.3110541546873757,36.79122617346886,72.1,1281.0,0.311,2.26,462.0,277.0,450.0,185.0,0.0152,0
RID-0928,Starehe,-1.2410008525084724,36.8464308630447,100.3,903.0,0.176,2.94,623.0,381.0,450.0,242.0,0.03,0
RID-0929,Makadara,-1.2961872881746996,36.87882621161535,86.4,1191.0,0.207,2.96,543.0,330.0,450.0,214.0,0.0151,0
RID-0930,Kibra,-1.3356504780705507,36.79295854099893,80.6,992.0,0.218,4.5,511.0,308.0,450.0,202.0,0.0509,0
RID-0931,Dagoretti,-1.2568138730053378,36.739639082092154,58.5,878.0,0.139,0.83,384.0,226.0,450.0,158.0,0.0165,0
RID-0932,Njiru,-1.2669526785723817,36.92695822222814,60.3,1119.0,0.108,3.66,394.0,233.0,450.0,161.0,0.0177,0
RID-0933,Embakasi,-1.3317926607468478,36.88430476183744,84.2,1082.0,0.337,1.03,531.0,322.0,450.0,210.0,0.0197,0
RID-0934,Starehe,-1.2824101619718005,36.79688865961643,48.0,1071.0,0.16,1.44,324.0,188.0,450.0,137.0,0.0128,0
RID-0935,Lang'ata,-1.349687633321008,36.78804554347574,95.2,1016.0,0.16,5.7,594.0,362.0,450.0,232.0,0.0513,0
RID-0936,Kibra,-1.3331551236029384,36.81538567847283,77.6,992.0,0.121,3.82,494.0,297.0,450.0,196.0,0.0269,0
RID-0937,Westlands,-1.254784158229448,36.82061161171248,128.6,1478.0,0.332,1.59,785.0,486.0,450.0,299.0,0.0053,0
RID-0938,Embakasi,-1.3231566910770427,36.91709050454133,114.6,1237.0,0.245,3.55,705.0,434.0,450.0,271.0,0.0164,0
RID-0939,Dagoretti,-1.3148386780079062,36.76180495001673,77.3,1145.0,0.267,1.65,492.0,296.0,450.0,196.0,0.0152,0
RID-0940,Starehe,-1.2715632132041292,36.8360650243997,78.4,1022.0,0.328,3.66,498.0,300.0,450.0,198.0,0.0568,0
RID-0941,Kibra,-1.338511892112497,36.767098603154466,94.9,1201.0,0.186,4.21,592.0,361.0,450.0,231.0,0.0196,0
RID-0942,Starehe,-1.2630554356349322,36.80603303991552,105.5,1104.0,0.255,0.25,653.0,401.0,450.0,253.0,0.0088,0
RID-0943,Makadara,-1.2907358741580175,36.83265724387079,55.4,1005.0,0.11,1.61,367.0,215.0,450.0,152.0,0.0129,0
RID-0944,Njiru,-1.2330365157466667,36.91534953370463,53.2,939.0,0.147,3.59,354.0,207.0,450.0,147.0,0.0371,0
RID-0945,Kibra,-1.3039540012464095,36.79751261867292,70.7,984.0,0.308,1.23,454.0,271.0,450.0,182.0,0.0269,0
RID-0946,Westlands,-1.2789354363685914,36.811640531341695,88.7,400.0,0.292,1.87,557.0,338.0,450.0,219.0,0.1596,0
RID-0947,Dagoretti,-1.2877911547333287,36.73322316287614,87.5,1042.0,0.188,1.65,550.0,334.0,450.0,216.0,0.014,0
RID-0948,Embakasi,-1.3301710936815243,36.860747486166545,96.0,902.0,0.194,1.23,599.0,365.0,450.0,233.0,0.0186,0
RID-0949,Njiru,-1.243006999054006,36.90870394457276,62.0,1319.0,0.233,3.52,404.0,239.0,450.0,165.0,0.0155,0
RID-0950,Starehe,-1.2730931160111738,36.81973103567836,45.3,1004.0,0.1,2.02,309.0,177.0,450.0,131.0,0.015,0
RID-0951,Starehe,-1.261417144491236,36.8189590900102,92.9,762.0,0.16,1.69,581.0,354.0,450.0,227.0,0.0295,0
RID-0952,Makadara,-1.306588955726942,36.87463741408577,67.6,990.0,0.152,1.84,436.0,260.0,450.0,176.0,0.0166,0
RID-0953,Lang'ata,-1.3432988394183178,36.77632311914366,49.7,791.0,0.163,4.73,334.0,194.0,450.0,140.0,0.0916,0
RID-0954,Embakasi,-1.3006146482038294,36.86928855753585,82.2,1095.0,0.301,2.21,520.0,314.0,450.0,206.0,0.0244,0
RID-0955,Mathare,-1.2448642264002603,36.877249375880275,91.9,1058.0,0.17,2.68,575.0,350.0,450.0,225.0,0.0172,0
RID-0956,Kasarani,-1.24033366257153,36.89511839052651,78.2,1192.0,0.148,2.33,497.0,299.0,450.0,197.0,0.0097,0
RID-0957,Starehe,-1.2757861457525526,36.82231006431197,73.1,842.0,0.226,2.42,468.0,281.0,450.0,187.0,0.0432,0
RID-0958,Westlands,-1.2583228006686291,36.82862733563662,77.6,1007.0,0.316,2.2,493.0,297.0,450.0,196.0,0.035,0
RID-0959,Lang'ata,-1.3283646654465435,36.743755616131374,74.4,727.0,0.16,2.67,475.0,285.0,450.0,190.0,0.0499,0
RID-0960,Kamukunji,-1.272558600193879,36.871578666390704,59.8,1140.0,0.12,2.62,392.0,231.0,450.0,160.0,0.0122,0
RID-0961,Dagoretti,-1.2852638295862158,36.76581960850372,69.3,1104.0,0.189,1.69,446.0,266.0,450.0,180.0,0.0129,0
RID-0962,Starehe,-1.2347545910859845,36.84547419092214,87.8,1099.0,0.287,2.9,552.0,335.0,450.0,217.0,0.0279,0
RID-0963,Kibra,-1.3100138280871654,36.80590176948169,84.8,1000.0,0.238,1.81,535.0,324.0,450.0,211.0,0.0213,0
RID-0964,Kasarani,-1.217102243338062,36.900478060865694,82.5,1083.0,0.304,1.8,522.0,315.0,450.0,206.0,0.0223,0
RID-0965,Kibra,-1.3220282847142746,36.81626826717664,65.1,1321.0,0.34,2.81,422.0,251.0,450.0,171.0,0.0191,0
RID-0966,Kasarani,-1.23636857331884,36.93064735449356,77.3,943.0,0.298,5.32,492.0,296.0,450.0,196.0,0.1088,0
RID-0967,Makadara,-1.2900027175251927,36.83201387650396,47.3,1028.0,0.251,1.7,321.0,185.0,450.0,135.0,0.0241,0
RID-0968,Kasarani,-1.2126470141401715,36.857999469846966,82.7,783.0,0.223,1.68,522.0,316.0,450.0,207.0,0.0381,0
RID-0969,Starehe,-1.2624898396633792,36.842704629659785,101.4,826.0,0.11,3.51,630.0,385.0,450.0,244.0,0.0346,0
RID-0970,Mathare,-1.2718471191130412,36.86747095391912,57.9,1020.0,0.346,3.08,381.0,224.0,450.0,157.0,0.0563,0
RID-0971,Makadara,-1.2609168513249944,36.84988506591476,71.2,1221.0,0.196,4.02,457.0,273.0,450.0,183.0,0.0203,0
RID-0972,Embakasi,-1.331178151741132,36.92963326804925,84.9,949.0,0.138,4.51,535.0,324.0,450.0,211.0,0.0406,0
RID-0973,Kamukunji,-1.245748256189384,36.845073913436956,98.8,953.0,0.267,2.85,615.0,376.0,450.0,239.0,0.0373,0
RID-0974,Kibra,-1.2947707392918328,36.81182951831062,73.3,919.0,0.171,1.04,469.0,281.0,450.0,188.0,0.0167,0
RID-0975,Westlands,-1.2798496846507676,36.79029388329264,69.6,893.0,0.246,1.97,448.0,268.0,450.0,180.0,0.0353,0
RID-0976,Kibra,-1.2903825097369053,36.81870028557417,50.5,1059.0,0.247,1.85,338.0,197.0,450.0,142.0,0.0222,0
RID-0977,Starehe,-1.2637423827965129,36.80740371292996,81.6,701.0,0.211,0.38,516.0,312.0,450.0,204.0,0.0302,0
RID-0978,Westlands,-1.225258777766011,36.789380582043755,110.6,1256.0,0.309,1.74,682.0,419.0,450.0,263.0,0.0112,0
RID-0979,Mathare,-1.2667027556234292,36.87184675668979,84.2,867.0,0.166,2.73,531.0,321.0,450.0,210.0,0.0325,0
RID-0980,Starehe,-1.2439167915857043,36.84207951953105,79.7,1144.0,0.212,2.48,505.0,305.0,450.0,200.0,0.0157,0
RID-0981,Kasarani,-1.2117026899927619,36.90926577060236,84.8,746.0,0.234,2.93,535.0,324.0,450.0,211.0,0.067,0
RID-0982,Kamukunji,-1.2841297066271307,36.85616279029037,79.8,1134.0,0.266,3.3,506.0,305.0,450.0,201.0,0.0272,0
RID-0983,Dagoretti,-1.343591201553886,36.7380678508186,67.8,1134.0,0.296,2.88,437.0,261.0,450.0,177.0,0.0285,0
RID-0984,Dagoretti,-1.2881735613016643,36.72097971832761,92.3,1077.0,0.199,2.23,578.0,352.0,450.0,226.0,0.0157,0
RID-0985,Kamukunji,-1.2772735336437686,36.840910575580274,83.4,801.0,0.262,3.15,526.0,319.0,450.0,208.0,0.0689,1
RID-0986,Mathare,-1.2248904860336902,36.8964603945043,80.3,1050.0,0.138,1.31,509.0,307.0,450.0,202.0,0.0101,0
RID-0987,Makadara,-1.3093161113823633,36.85698324576867,65.4,763.0,0.333,1.37,424.0,252.0,450.0,172.0,0.0633,0
RID-0988,Mathare,-1.2614789513121678,36.85596681047681,99.6,949.0,0.196,4.59,619.0,378.0,450.0,241.0,0.0497,0
RID-0989,Kibra,-1.3110995003194374,36.76983435862225,90.0,1206.0,0.282,1.15,564.0,343.0,450.0,221.0,0.0106,0
RID-0990,Njiru,-1.2726123066987505,36.952454224478004,71.7,1159.0,0.105,6.39,460.0,275.0,450.0,184.0,0.0369,1
RID-0991,Kamukunji,-1.2724094083155637,36.8289136848068,95.0,1003.0,0.151,2.92,593.0,362.0,450.0,231.0,0.0201,0
RID-0992,Makadara,-1.282092891384748,36.84736844541669,72.5,805.0,0.222,2.89,464.0,278.0,450.0,186.0,0.0557,0
RID-0993,Kibra,-1.3099366952392404,36.801406880252244,68.3,1129.0,0.32,1.77,440.0,263.0,450.0,178.0,0.0219,0
RID-0994,Starehe,-1.2756722512940741,36.834094818242825,68.6,1004.0,0.232,3.26,442.0,264.0,450.0,178.0,0.0365,0
RID-0995,Kasarani,-1.2303285928777514,36.89607066833144,53.4,536.0,0.332,1.54,355.0,208.0,450.0,148.0,0.136,0
RID-0996,Dagoretti,-1.2971171886176067,36.729068433069195,87.1,1157.0,0.221,0.89,548.0,332.0,450.0,215.0,0.0087,0
RID-0997,Embakasi,-1.3135354832623156,36.86902763402272,52.5,995.0,0.223,0.85,350.0,204.0,450.0,146.0,0.0171,0
RID-0998,Dagoretti,-1.302823074942842,36.738302490132604,61.6,1240.0,0.13,0.37,402.0,238.0,450.0,164.0,0.0042,0
RID-0999,Embakasi,-1.3151235950499076,36.89517005108258,48.9,781.0,0.301,2.83,329.0,191.0,450.0,138.0,0.0909,0
RID-1000,Mathare,-1.2612352839972025,36.87458883036172,78.7,400.0,0.162,2.74,500.0,301.0,450.0,199.0,0.1312,0
